-14,8,-4,3,17,-9,-13,-2,6,-16,-12,11,7,1,-18,10,-5,15
3,-14,-1,12,-11,13,8,-7,-17,-18,5,-4,-6,2,16,-15,9,10
-12,11,17,9,7,16,-5,18,-4,14,-2,1,-15,-10,13,-6,-3,-8
16,6,-9,-5,4,-2,18,-11,3,15,8,14,17,-12,-10,-1,-13,-7
6,-3,2,-16,-9,-1,-8,7,5,-12,-15,10,-18,17,11,4,-14,13
-10,-16,11,-17,-7,-14,5,12,-18,1,-3,-8,15,6,-13,2,4,9
8,-15,9,7,18,11,-4,-1,-3,-14,-6,13,-12,10,2,17,-16,-5
-5,16,-6,-8,1,3,-15,4,14,12,17,-10,18,-9,7,-2,-11,-13
-18,-8,-17,-7,-12,10,4,2,-15,-6,-13,5,11,-16,9,14,3,1
7,15,-18,-9,-10,-8,-1,6,4,5,-17,-14,16,12,-2,-13,11,3
12,14,15,13,9,-10,11,-16,-5,6,-7,-1,-4,-2,-3,8,18,-17
18,4,-7,-2,10,8,3,-6,17,-5,16,-15,-14,13,12,-11,-9,-1
-7,-12,-11,18,-16,14,1,15,-13,17,3,2,9,-6,-8,5,-10,-4
-16,10,12,-13,14,-18,-17,-9,8,-2,15,-3,4,-5,-11,1,7,6
-4,-6,5,1,-3,2,10,11,-14,-7,-8,-13,12,9,17,18,-15,-16
17,-18,13,-12,6,-5,14,-15,16,11,-10,4,-3,-7,8,-9,-1,2
-13,3,-2,10,15,7,-6,-17,18,-4,14,16,1,-11,-5,-12,8,-9
14,-13,10,15,-8,18,17,5,-16,-3,12,-11,2,-1,-4,9,-7,-6
-17,-10,-5,-18,3,-15,16,-14,-12,2,13,9,-11,8,6,-7,1,4
-8,13,16,-10,12,-17,-9,1,7,4,-14,-5,-2,11,18,-3,6,-15
9,17,14,11,-13,-7,6,16,-1,-15,-4,18,5,-3,10,-8,-2,-12
4,-11,-8,-1,-18,9,-12,3,-6,13,2,7,-10,-17,-16,15,14,5
2,-1,18,14,8,12,-11,-5,15,-17,7,-6,-16,-4,-9,13,10,-3
-15,-9,-10,17,-6,5,12,-13,2,3,-18,-7,8,16,1,-14,-4,11
10,18,6,5,-4,-3,15,9,-8,-1,-16,17,14,-13,-7,11,-12,-2
13,-7,-15,-14,16,-11,2,17,-10,9,6,-18,-1,4,3,-5,-8,12
15,-5,8,-6,2,4,-16,-3,13,-11,10,-17,-9,-18,-1,7,12,14
-2,1,-12,16,-17,-13,-18,10,11,-8,-9,3,6,-15,14,-4,5,7
5,9,-14,8,-1,17,13,-4,-2,16,18,15,-7,3,-12,-10,-6,-11
-6,5,-16,-11,-2,1,-14,-18,12,-13,4,-9,10,7,-17,3,15,8
11,-17,7,-15,13,-12,-3,14,10,-9,-1,6,-5,-8,4,-18,2,16
-9,-4,-13,2,11,-16,-10,-12,1,7,-5,8,3,15,-14,6,-18,17
-11,12,4,-3,-14,15,9,13,-7,18,1,-2,-8,5,-6,-17,16,-10
-3,7,1,6,-15,-4,-2,-10,-11,8,9,-16,-17,18,5,12,13,-14
